federation_code,first_name,last_name,no,nationality,gender
ITA,Greta,Bagnoli,207629,,1
ITA,Francesco,Micheli,207630,,0
ITA,Lorenzo,Bernardi,207631,,0
ITA,Lea,Biecher,207632,,1
ITA,Sara ,Modena,207633,,1
ITA,Marco,Chirio,207634,,0
LIB,Gianni,Barakat,207635,,0
UKR,Anastasiia,Synytska,207636,,1
LTU,Elija,Cesnaviciute,207637,,1
LTU,Ugne,Kulikauskaite,207638,,1
LTU,Meda,Deduraite,207639,,1
ALG,Sidi ali,Massin,207640,,0
SUI,Nina,Scrucca,207641,,1
SUI,Tanaïs,Camelique,207642,,1
SUI,Kimy,Chappatte,207643,,1
SUI,Kelly,Henriksen,207644,,1
POR,Diogo,Agostinho Farinha,207645,,0
GRE,CHRISTOS,SALTAFERIDIS,207646,,0
GRE,CHRISTOS,STEFANIDIS,207647,,0
BIH,Katarina,Marjanović,207648,,1
SWE,Hjalmar,Haldorsson,207649,,0
POR,Melyssa,Souza da Cunha,207650,,1
BRA,Augusto ,Macario Gambini,207653,,0
POL,Jakub,DOPART,207654,,0
POL,Konrad,SZPAKOWSKI,207655,,0
POL,Bartosz,ZYCH,207656,,0
POL,Milosz,WROBEL,207657,,0
POR,Rebeca,Amalia Rodrigues de Oliveira,207658,,1
PNG,Billy,Anton,207659,,0
PNG,Eka,Solomon,207660,,0
CRO,Niko,Romić,207661,,0
PNG,Edward Allen Daniel,Aisi,207662,,0
PNG,Paul,Solomon,207663,,0
PNG,Joe Mora,Morris,207664,,0
PNG,Alipet Daniel Junior,Alipet,207665,,0
PNG,Koi,Onne,207666,,0
ARG,Jonathan Julian,Lin,207667,,0
BOT,Ephraim,Kuteeue,207668,,0
BRA,Henrique Gabriel,Brizolla Buss,207669,,0
POR,Luka,Belfer,207670,,0
POR,Lena,Sophia König,207671,,1
RUS,Natalia,Gvozdeva,207672,,1
RUS,Victoria,Ruban,207673,,1
RUS,Victoria,Dementieva,207674,,1
RUS,Sofia,Berezovskaya,207675,,1
RUS,Sofia,Naumenko,207676,,1
RUS,Sofia,Chakileva,207677,,1
RUS,Milan,Gafarova,207678,,1
NED,Kyara,de Maar,207679,,1
NED,Lisa,Raymann,207680,,1
NED,Kirsten,Jochems,207681,,1
BRA,Camille,Santos Ribeiro,207682,,1
POR,Anézio,Wander Borel,207683,,0
POR,Cleiton,Giovani Quevedo,207684,,0
BLR,Anastasiya,Truba,207685,,1
NED,Jarno,Van der Linden,207686,,0
NED,Teun,Van den Wassenberg,207687,,0
PAN,Edgar,Restrepo,207688,,0
ZAM,Martin,Mwali,207689,,0
ROU,Eduard-Eugen,Ocunschi,207690,,0
NCA,Jose Fernando,Castro Muñiz,207691,,0
NCA,Diego Saul,Cardoza Gonzalez,207692,,0
FRA,Juliette,Narbonne,207693,,1
UKR,Anastasiia,Krainevska,207694,,1
UKR,Sofiia,Ruda,207695,,1
FRA,Mathieux,Hnassil,207696,,0
FRA,Rene,Waneux,207697,,0
JPN,Motoki,Kazama,207698,,0
POL,Michal,Popielski,207699,,0
POL,Maria,KACZMARZYK,207700,,1
POL,Nicole,GUCWA,207701,,1
POL,Liliana,WOJCIK,207702,,1
POL,Dominika,MROZEK,207703,,1
POL,Maria,MINKIEWICZ,207704,,1
POL,Aleksandra,WIKA,207705,,1
TUN,Majdi,Mhiri,207706,,0
MAW,Joseph,Phiri,207707,,0
ARG,Tatiana Martina ,Vega,207708,,1
POL,Marta,Konopacka,207709,,1
POR,Gabriel,Ferreira Ataliba,207710,,0
NZL,Pako Owen,Dunn Seomeng,207711,,0
HON,Sarah Raquel,Ghadesi Morales,207712,,1
ESP,Tania,Cobos Fandiño,207713,,1
GEO,Lizi,Shamkhalashvili ,207714,,1
GEO,Elizabeth,Mikeladze,207715,,1
GEO,Ani,Gelashvili,207716,,1
SEN,Samb,Babacar,207717,,0
SEN,Gueye,Rokhaya,207718,,1
ESP,Raul,Quintana Aracil,207719,,0
ROU,Eduard-Stefan,Purcaru,207720,,0
SCO,Zoe Marie,Hopkins,207721,,1
CRC,Oporta López,Cristhian,207722,,0
CRC,Sury,Jimenez Gonzalez,207723,,1
CRC,Mariana,Fallas Martinez,207724,,1
CRC,Valeria,Rodriguez Salazar,207725,,1
GRE,SPYRIDON,LASKARIS TRIGKAS,207726,,0
GRE,CHARA,ATHANASIOU,207727,,1
POR,Geovana,Rosa Luleca Elisio,207728,,1
POR,Yossene,Mota Veiga Gonçalves,207729,,1
POR,Tiago Miguel,Sousa e Cunha Leite de Miranda,207730,,0
GER,Vlad,Dscholdoschev,207731,,0
TUR,Tanra,Mansur,207732,,1
SWZ,Ngcebo Tensele,Zwane,207733,,1
ESP,Micaela Marisa,BENVENUTO D'IPPOLITO,207734,,1
FRA,Kilian,Pommier,207735,,0
FRA,Alexis,Moris,207736,,0
POR,Gabriela,Waichert e Silva Gonçalves,207737,,1
POR,Sofia,Laux de Matos,207738,,1
SRB,Ilija,KRSTIC,207739,,0
POR,Davi,Caetano Barbosa Nascimento,207740,,0
CZE,Jakub,Vesely,207741,,0
CZE,Jakub,Niznik,207742,,0
POR,Stefani,Nicole Rodrigues de Souza,207743,,1
POR,Carolina,Garcia Dutra,207744,,1
POR,Luisa,Ravazzi Cavalheiro Veras,207745,,1
POR,Gerbson,Mateus Alves Junior,207746,,0
POR,Jaynille,Maria Saraiva LIns,207747,,1
POR,Bryan,Philippe Dias de Jesus,207748,,0
POR,Eduardo,Vinicius de Oliveira Fraga,207749,,0
CRC,Jimena ,Alfaro Alfaro,207750,,1
CRC,María Paula ,Rodríguez Alpizar,207751,,1
CRC,Samantha ,Montiel Pérez,207752,,1
CRC,Fiorella ,Solís Alfaro,207753,,1
CRC,Nadia Lucía ,Granados Salazar,207754,,1
CRC,Nathalia ,Zavaleta Méndez,207755,,1
CRC,Michelle ,Arias Bonilla,207756,,1
IRI,Saman,Peimanfard,207757,,0
IRI,Amir,Azizi,207758,,0
TUR,Furkan,Kasap,207759,,0
TUR,Ozan,Ataseven,207760,,0
CMR,DANIELLE PATRICIA,SIMO MOGUE,207761,,1
CMR,HYACINTHE,NADJILARI MITASSOU,207762,,1
CMR,KENJIE,FOSSO MAGOUFACK,207763,,1
IRI,Amir,Samadi,207764,,0
IRI,Seyed Masoud,MousaviNasab,207765,,0
IRI,Milad,Salehi,207766,,0
IRI,Vazehi,Mohsen,207767,,0
IRI,Mohammad,Norouzi,207768,,0
IRI,Amir,Hosseinzadeh Mahalleh,207769,,0
CMR,LORRAINE,TCHOUMKEU TAKEBO,207770,,1
IRI,Abdollah,Azmoun,207771,,0
IRI,Mohammad,Abolhasani,207772,,0
ITA,Mattia,Labarile,207773,,0
GUI,OUMOU,BANGOURA,207774,,1
ISR,Maayan Yosef,Agam,207775,,0
ISR,Dovydas,grybauskas,207776,,0
ISR,EMILY,AVSHALUMOV,207777,,1
ISR,Alma Judith,Lopez Danielli,207778,,1
ISR,Olha,Tkach,207779,,1
ISR,Daria,Gantz,207780,,1
ISR,Anastasia,Grinman,207781,,1
ISR,Shahar,Sherman,207782,,1
ISR,Noa,Szwarc,207783,,1
ISR,Omer Alon,Tavor,207784,,0
ISR,Itan,Shovtis,207785,,0
ISR,Guy,Itzhak,207786,,0
ISR,Itamar,Ashram,207787,,0
ISR,Asaf,Stirin,207788,,0
ISR,Omer,Marshanski,207789,,0
ESA,Keiry Michelle,Guzman Espinoza,207790,,1
LAT,Katrīna,Zariņa,207791,,0
LAT,Nikola,Bezpavlaja,207792,,0
LAT,Megija,Rumaka,207793,,0
LAT,Milan,Bratic,207794,,0
LAT,Luisa,Dombrovska,207795,,1
FRA,Mathieu,Hnassil,207796,,0
ITA, Jacopo,Tosti,207797,,0
ISR,Daniel,Haimovich,207798,,0
ITA,Alice,Feduzzi,207799,,1
HON,Camila Dinora,Zaldaña Castro,207800,,1
TUR,Afra Meryem,Kökten,207801,,1
TUR,Hümeyra,Yıldırım,207802,,0
UAE,Zayed,Alsuwaidi,207803,,0
GER,Ana,Jankovic,207804,,1
GER,Marija,Jankovic,207805,,1
ESP,Marcos Javier,Izquierdo,207806,,0
ESP,Miguel Angel ,GOMEZ SALAZAR,207807,,0
SVK,Alexandra,Valkova,207808,,1
ITA,Samuele,Compagnoni,207809,,0
ITA,Simone,Blasi,207810,,0
POR,Laís Maria,Bartolo Capitão Barreiros,207811,,1
POR,Ryan,Riley Mckenzie-Vassel,207812,,1
POR,Hadassa,Oliveira Lima,207813,,1
POR,Marina,Paganotti Lorencetti,207814,,1
POR,Gustavo,Pinheiro Oliveira,207815,,0
POR,Filipe,Florêncio Fernandes,207816,,0
POR,Luisa,Dosualdo Colucci,207817,,1
POR,Beatriz,Rusu Lourenço,207818,,1
TGA,Sione Hema,Latu,207819,,0
TGA,Moto Fangupo Jr,Vakalahi,207820,,0
CPV,Ivan,Mota,207821,,0
BLR,Vasili,Koltun,207822,,0
CRO,Koraj,Aganović,207823,,0
LES,Thabo,Molomane,207824,,0
LES,Rapuleng,Tsoeu,207825,,0
POR,João,Victor Tcholakian Galdeano,207826,,0
LES,Molefi,Motsoanakaba,207827,,0
LES,Tlotlisang,Taaso,207828,,0
LES,Sekhoali,Liphoto,207829,,0
LES,Tumelo,Toko,207830,,0
POR,Gabriela,Gomes Gonçalves,207831,,1
BOT,Nancy Goitseone,Segopotso-Magano,207832,,1
NED,Hidde,Van der Leer,207833,,0
ARG,Ignacio Gabriel,Capiello,207834,,0
BOT,Balebetse,Mhulusi,207835,,1
ESP,Jonas,Gómez Mateo,207836,,0
BOT,Laone Abigail,Resega,207837,,1
POR,Ana,Laura Ribeiro Lindolpho,207838,,1
POR,Felipe,Holanda Cavalcante Reis,207839,,0
POR,Marina,Ferreira Rezende,207840,,1
ARU,Vladimir Alexander,Solovey Brito,207841,,0
ARU,Joshua Jermaine,Hoepelman,207842,,0
ARU,Thelion Jahim,Coutinho ,207843,,0
PNG,Andrew,Kapi,207844,,0
POR,Alycia,Duarte Hermoza,207845,,1
POR,Ana Júlia,Rodrigues Godoy de Andrade,207846,,1
POR,Andrey,Brito Perri Leal,207847,,0
POL,Dawid,Gutt,207848,,0
POR,Beatriz,Cachina Cunha Leão,207849,,1
POR,Brendha,Alves de Sousa,207850,,1
POR,Davi,Malheiros Arnaud,207851,,0
POR,Gabriela,Miranda Vidal Tavares,207852,,1
POR,Giovanna,Reis Souza Andrade,207853,,1
POR,Hugo,Gê Montezuma Arias Brandão Pint,207854,,0
POR,João,Vitor Marques Silva,207855,,0
POR,Lara,Nascimento Balbino,207856,,1
POR,Luiz,Otavio Castro de Morais,207857,,0
POR,Maria Luiza,Carvalho de Jesus,207858,,1
POR,Mariana,Aparecida Barlera Oliveira,207859,,1
POR,Luca,Merlin Nassif Guallar Sá,207860,,0
POR,Taís,Amancio Freire,207861,,1
POR,Ana Letícia,Taborda Pegado,207862,,1
POR,Beatriz,Lima Grêlo,207863,,1
POR,Beatriz,Miranda Vidal Tavares,207864,,1
POL,Kamil,Maruszczyk,207865,,0
POR,Beatriz,Oliveira Peixoto,207866,,1
ITA,Luca,Beccaro,207867,,0
POR,Derek,Freire Moreira Salles,207868,,0
POR,Inês,Noa Barros,207869,,1
POR,Lorena,Audrá Kafejian,207870,,1
POR,Maria Clara,Michels Geremias,207871,,1
POR,Gabriela,Garson,207872,,1
POR,Gabrielly,Cristina Escarabel,207873,,1
POR,Joanderson,Carvalho dos Santos,207874,,0
POR,Nicoly,Alves Monteiro,207875,,1
POR,Rafael,Sanchez Lozano de Carvalho,207876,,0
POR,Rhian,Pedro Dias da Cruz,207877,,0
ALG,Nadia,Brik,207878,,0
SVK,Nikola,Polakova,207879,,1
SVK,Kamila,Kubranova,207880,,1
POR,Rhuan,Matheus Dias da Cruz,207881,,0
POR,Stephany,Santos Muniz,207882,,1
POR,Anna Luiza,Mendes Freire da Rocha,207883,,1
POR,Gabriella,Martinelli Leite,207884,,1
POR,Hayan,Araujo Campello,207885,,0
POR,Samilly,Faustino de Souza,207886,,1
POR,Ana Beatriz,Camilo Sousa,207887,,1
ITA,Dario,De Angelis,207888,,0
KIR,Martin Henry,Michael,207889,,0
KIR,Martin Henry,Michael,207890,,0
USA,Jessica,Pitzek,207891,,1
LES,Lerato,Chakache,207892,,1
LES,Thabelang,Letsatsi,207893,,1
LES,Liatile,Ngatane,207894,,1
LES,Tlotliso,Mapota,207895,,1
LES,Mapaseka,Mokooane,207896,,1
LES,Liemiso,Khalanyane,207897,,1
LES,Refiloe,Mokhethi,207898,,1
LES,Malineo,Rakotsoane,207899,,1
LES,Lintle,Ramollo,207900,,1
LES,Ntolo,Mohale,207901,,1
LES,Feiki,Mokhoane,207902,,1
LES,Letuka,Shelile,207903,,0
GER,Jonas Arjan,Eisner,207904,,0
LES,Sekake,Matsoso,207905,,0
LES,Khauhelo,Mahumed,207906,,0
LES,Justice,Letsie,207907,,0
LES,Makhabane,Sebabatso,207908,,0
GER,Isabel Sophie Christine,Ehehalt,207909,,1
BOT,Saone,Golekwang,207910,,1
BOT,Tshoganetso,Mothatego,207911,,1
GER,Fabian,Hecker,207912,,0
LES,Molibeli,Lebotho,207913,,0
LES,Thabiso,Makhofola,207914,,0
LES,Sekhele,Moshapane,207915,,0
BOT,Laone,Motlhose ,207916,,1
BOT,Abueng,Ditsheko,207917,,1
BOT,Boitumelo,Tlhobogang,207918,,1
BOT,Boitumelo,Tlhobogang,207919,,1
BOT,Tshephang Taitabo,Golebanye,207920,,1
BOT,Ditso Priscilah,Ramontshonyana,207921,,1
BOT,Rodah,Matlhare,207922,,1
GER,Christoph Benedikt,Sodtke,207923,,0
BOT,Lyann Lucy,Dijeng,207924,,1
BOT,Pako Koketso,Ntshinogang,207925,,1
BOT,Tsholofelo,Oganne,207926,,1
ESP,Gabriel,Navarro Chinea,207927,,0
ARG,Lourdes,Tamis,207928,,1
POR,Genoveva Castro Valente,Brito Lopes,207929,,1
POR,Laura Maria,Del Pino de Cesare,207930,,1
BOT,Mokalakana,Ntshese,207931,,1
BOT,Game,Rakgabo,207932,,1
BOT,Nametso,Ogaketse,207933,,1
FRA,Capucine,Borde,207934,,1
LES,Khotso,Tlali,207935,,0
LES,Seeng,Chobokoane,207936,,1
CAN,Kelysian Kapanaise,Warmington,207937,,1
LES,Sethunya,Bongiwe,207938,,1
LES,Sebongile,Sethunya,207939,,1
LES,Konosoang,Mohlapiso,207940,,1
LES,Mapakiso,Mphatle,207941,,1
LES,Palesa,Mopeli,207942,,1
LES,Mamosa,Thejane,207943,,1
LES,Matumelo,Snyman,207944,,1
CAN,Isabella,Villasenor,207945,,1
BOT,Priscilla,Nthaga,207946,,1
BRA,Rodrigo,Cavalcanti da Silva,207947,,0
BRA,Felipe,Franklin Benevides Chaves,207948,,0
ESP,Blanca,Cano Molina,207949,,1
IRQ,Omer,younus,207950,,0
IRQ,Nabeel,Raji,207951,,0
BEL,Eloïse,Belemans,207952,,1
BEL,Tom,Fercot,207953,,0
BEL,Cyprian,Walkowski,207954,,0
BRA,Nicole,do Carmo Cordeiro,207955,,1
POR,Juan,Francisco Vargas Gomez,207956,,0
FRA,Celestin,Couasnon,207957,,0
ZAM,Ishmael ,Chulu,207958,,0
ZAM,Patrick,Hayumbu,207959,,0
ZAM,Mwela Beatson,Chibale,207960,,0
ESP,Guillermo,Orduna,207961,,0
ZAM,Eliot,Mwanabayeke,207962,,0
IRI,Pouriya,Mori Rostami,207963,,0
ITA,Mattia,Bellomo,207964,,0
CRO,Antea,Bule,207965,,1
SRB,Milan,Zivanovic,207966,,0
SRB,Mitar,Miljkovic,207967,,0
SRB,Marko,Zubljic,207968,,0
SRB,Bogdan,Stancic,207969,,0
CMR,GIOVANNA KIMORA,NANYONGO AYUK TEKU,207970,,1
CMR,Lucie Carole,BIDZA EKANI,207971,,1
CMR,Makenzy grace,WATCHAM SAMEN,207972,,1
CMR,Brunelle Mariani,MATOUKAM TONGTONG,207973,,1
MAR,Bilal  BILAL,Ezzahi  ,207974,,0
MAR,Badr Edden  ,El Khousse  ,207975,,0
MAR,Aymen  ,Toba  ,207976,,0
MAR,Abdelkarim  , Fadel  Chairi  ,207977,,0
MAR,Ali  ,El Fahssi  ,207978,,0
MAR,Yassine  ,Ech-charrare  ,207979,,0
MAR,Noussair  ,Alouali ,207980,,0
MAR,Mohcine   ,Ajrhourh  ,207981,,0
MAR,Youssef  ,Bouysfi  ,207982,,0
MAR,Adam  ,Lahsini  ,207983,,0
MAR,Abdoullah  ,Benalla  ,207984,,0
MAR,Rayan  ,Ritteb  ,207985,,0
MAR,Rayane   ,Lalaoui Najih  ,207986,,0
MAR,Adam Abdessalam  ,Meskaoui  ,207987,,0
TUN,Houcem,Ajili,207988,,0
TUN,Ibrahim,Zgar,207989,,0
TUN,Yassine,Rekik,207990,,0
TUN,Mohamed Hassene,Gharbi,207991,,0
TUN,Youssef,Ben Youssef,207992,,0
TUN,Adem,Mbarek,207993,,0
TUN,Khaled,Gritli,207994,,0
TUN,Yahia,Ben Hassine,207995,,0
TUN,Yahia,Klibi,207996,,0
AUT,Lara,Moser,207997,,1
SYR,Mohammad,Alkasem,207998,,0
ESP,Laia,Escusa Riera,207999,,1
USA,Abby,Brewster,208000,,1
NED,Niels,Dikken,208001,,0
POR,Elias,Lopes Pamplona,208002,,0
POR,Ian,Henderson Passos Ogando,208003,,0
POR,Leonardo,Correia Morais,208004,,0
POR,Yasmin,Sá Gonçalves,208005,,1
POR,Esther,Regina da Cunha Pinto,208006,,1
POR,Alicia,Vitória Silva Almeida,208007,,1
POR,Augusto,Davi Lima de Medeiros,208008,,0
POR,Ketlyn,Ferreira Costa,208009,,1
ESP,Sara,Verbeek Alvarez,208010,,1
POR,Marco,António Cesare,208011,,0
POR,Marco,Libertini Saad,208012,,0
POR,Maria,Eduarda Ribeiro de Paula,208013,,1
POR,Maria Eduarda,Leite Machado Missão,208014,,1
POR,Marina,Orsini Andrade Resende,208015,,1
POR,Raquel,Oliveira Nascimento,208016,,1
POR,Sabrina,Feitosa de Morais Nascimento Co,208017,,1
GER,RIKE,MACHNER,208018,,1
GER,NOELANI MARAEA,KLEINER,208019,,1
POR,Thayna,Oliveira Baltrusis,208020,,1
CZE,Lucie,Janska,208021,,1
CZE,Justyna,Novakova,208022,,1
CZE,Nela,Matejkova,208023,,1
CZE,Vaclav,Seidl,208024,,0
CZE,Matej,Havlicek,208025,,0
CZE,Jakib,Krejcicek,208026,,0
CZE,Daniel Slawomir,Waclaw,208027,,0
ESP,Julia,Caldentey López,208028,,1
MAR,ABBAL,Ibrahim,208029,,0
BRA,Alan,Feitosa dos Santos Luz,208030,,0
POL,Maciej,DRAG,208031,,0
POL,Tymoteusz,LENIK,208032,,0
POL,Bartosz,DOLINSKI,208033,,0
POL,Marcel,SCHADACH,208034,,0
POL,Adam,POTEMPA,208035,,0
POR,Yasmim,Saliby de Figueiredo,208036,,1
ZAM,Febby,Lubumbe,208037,,1
CRO,Arman,Smajlović,208038,,0
SLO,David,Novak,208039,,0
SLO,Tin,Vrabl,208040,,0
UKR,ILLIA,TKACHENKO,208041,,0
BIH,Sanja,Jović,208042,,1
TUN,Youssef,Ben Ali,208043,,0
ESP,Daniel,Dezuttere Samoylenko,208044,,0
POR,Otávio,Augusto Barbosa Ferreira,208045,,0
ZAM,Malumani,Neseho,208046,,1
SLO,Žan,Bedrač,208047,,0
SLO,Žiga,Horvat,208048,,0
SUI,Sarah,Jordan,208049,,1
SUI,Simone,Kellenberger,208050,,1
SUI,Sara,Milz,208051,,1
SUI,Laura,Bissig,208052,,1
SUI,Laura,Bissig,208053,,1
SUI,Renée,De Courten,208054,,1
SUI,Paula,Gürtler,208055,,1
SUI,Fiona,Licka,208056,,1
SUI,Gregor,Migge,208057,,0
SUI,Nico,Büsser,208058,,0
SUI,Elias,Auer,208059,,0
SUI,Lian,Kennel,208060,,0
SUI,Noé,Matthey,208061,,0
SUI,Joel,Hauck,208062,,0
SUI,Max,Hammer,208063,,0
SUI,Dejan,Bogdanovski,208064,,0
SUI,Loïs,Dijkstra,208065,,0
SUI,Tim Pirmin,Amrein,208066,,0
SUI,Tobias,Endl,208067,,0
SUI,Collin,Weber,208068,,0
SUI,Noah,Balmer,208069,,0
SUI,Moritz,Möhring,208070,,0
SUI,Luca,Poltéra,208071,,0
ZAM,Mwelwa,Ngosa,208072,,1
BOT,Lone Salphie,Gaegopolwe,208073,,1
BOT,Taboka,Tema,208074,,1
NGR,  Joy   ,Lawrence    ,208075,,1
NGR,Sarah  ,Sanda  ,208076,,1
BOT,Laone Cindy,Gaotingwe,208077,,1
NGR,Faith  ,Ezekiel   ,208078,,1
NGR,Veronica  ,Aziapono  ,208079,,1
NGR,Theresa   ,Hans-Epang    ,208080,,1
NGR,Martha  ,Anebi,208081,,1
NGR,Pamela  ,Bawa   ,208082,,1
NGR,Sharon  ,Adamu   ,208083,,1
NGR,Blessing  ,Anebi  ANEBI,208084,,1
CUB,Yusnier,Morales Ponce De Leon,208085,,0
NGR,Jumoke  ,Olaoye  ,208086,,1
NGR,Rachael  ,Adegboye,208087,,1
NGR,Bathsheba  ,Joshua  ,208088,,1
BOT,Petunia Thobo,Malibala,208089,,1
NGR,Joy  ,Okonweze  ,208090,,1
BOT,Amantle Rose,Pule,208091,,1
GER,Michelle,Fenske,208092,,1
TUN,Ayoub,Belhaj,208093,,0
GER,Line,Otto,208094,,1
GER,Zofia,Sykut,208095,,1
ITA,Andrea,Croce,208096,,0
MAR,ID BEN BOUIH,Noureddin,208097,,0
CAN,Carsten Lee,Bergeron,208098,,0
CAN,Kendra Isobel,Potskin,208099,,1
GER,Axel Helmut,Kleinscheck,208100,,0
GER,Franziska,Hank,208101,,1
GER,Lea,Finger,208102,,1
IRI,Zahra,Hoonejani,208103,,0
TUR,Özgü,Karadut,208104,,1
TUR,Ece,Kurtulmuş,208105,,1
LAT,Tomass,Silavs,208106,,0
IRI,Sepehr,Asghari,208107,,0
ITA,Laura,Sordoni,208108,,1
LAT,Arturs,Tilgass,208109,,0
IRI,Alireza,Aghaei,208110,,0
BOT,Wedu,Moswate,208111,,1
BOT,Lesego ,Pharo,208112,,1
BOT,Nancy,Tshweu,208113,,1
BOT,Laone ,Moromelwa,208114,,1
BOT,Ogopotse,Keokilwe,208115,,1
BOT,Nadia,Ditlhong,208116,,1
BOT,Tonic ,Dithuri,208117,,1
BOT,Koketso,Seile,208118,,1
BIH,Tatjana,Deretić,208119,,1
UKR,Pavlo,Pitra,208120,,0
UKR,Daryna ,Kyshko,208121,,1
UKR,Nataliia,Tsurkan,208122,,1
GEO,Vano,Tsiklauri,208123,,0
GEO,Irakli,Subeliani,208124,,0
GEO,Nikoloz,Metreveli,208125,,0
GEO,Manuchar,Dekanadze,208126,,0
GEO,Luka,Sharashenidze,208127,,0
GEO,Bacho,Zautashvili,208128,,0
GEO,Lasha,Chokheli,208129,,0
ITA,Wissal,Bachari,208130,,1
ITA,Francesco Paolo,Restivo,208131,,0
BOT,Thulaganyo,Basi,208132,,1
CMR,leroy,BABA NDOE,208133,,0
CMR,theodore,DINGAM,208134,,0
CMR,calvin,SUINA-KOLINA,208135,,0
CMR,Abel Steph,GOGHA,208136,,0
CMR,jean-luc,BIZANG MBULI,208137,,0
CMR,josue,FOUHKA'A YONKEU,208138,,0
CMR,josue,FOUHKA'A YONKEU,208139,,0
CMR,josue,FOUHKA'A YONKEU,208140,,0
CMR,josue,FOUHKA'A YONKEU,208141,,0
CZE,Michaela,Kopeckova,208142,,1
CZE,Aneta,Fornbaumova,208143,,1
CZE,Ellen,Simova,208144,,1
CZE,Anezka,Okacova,208145,,1
CMR,YAOUBA,ABDOULAZIS,208146,,0
CZE,Hana,Hankova,208147,,1
CZE,Layla,Smerdova,208148,,1
CZE,Eliska,Vencalkova,208149,,1
CMR,gerard,TSOUMOI ADOGOI,208150,,0
CMR,gerard,TSOUMOI ADOGOI,208151,,0
CMR,gerard,TSOUMOI ADOGOI,208152,,0
CMR,patrick,TONDJI BETHUEL,208153,,0
CMR,prosper,HOUMSOU,208154,,0
CMR,dieudonne,AMADOU,208155,,0
POR,Mariana,Amorim Duque,208156,,1
CMR,loris nathan,GBETNKOM ,208157,,0
CMR,ISSA,ABDOURAMAN,208158,,0
USA,Sierra,Caffo,208159,,1
ROU,Stefania Elena,Calinoiu,208160,,1
USA,Stila,Fresenius,208161,,1
UKR,Illia,Senenko,208162,,0
LUX,Stéphane,HILLAH,208163,,0
LUX,Bilal,KAHYA,208164,,0
LUX,Luca,MODARD,208165,,0
LUX,Léon Eric,CZAPOR,208166,,0
LUX,Lucas,CORALLO,208167,,0
LUX,Gil,GÖBEL,208168,,0
LUX,Léo,JEITZ-WAMPACH,208169,,0
LUX,Louis,ZHU,208170,,0
LUX,Mikhaylo,VORONKEVYCH,208171,,0
LUX,Roy,CHEUNG,208172,,0
LUX,Tim,MOYEN,208173,,0
LUX,Hugo,VAN HECKE,208174,,0
LUX,Enes,DZINIC,208175,,0
LUX,Victor,WAGNER,208176,,0
LUX,Danis,MUHOVIC,208177,,0
ARG,Natasha Caterina,Nosach,208178,,1
ZIM,Takudzwa,Mutize,208179,,0
POR,Laura,Alejandra Najera Cortazar,208180,,1
LUX,Andjelina,MILIC,208181,,1
LUX, Margarita,Mukhamedieva,208182,,1
UKR,Daria ,Hruzevych,208183,,1
SWZ,Sbhekokuhle,Masuku,208184,,1
SWZ,Nokwanda Mpumelele,Mndzebele,208185,,1
SWZ,Nomsa Nonhlanhla,Ndwandwe,208186,,1
SWZ,Nomfundo Tracy,Dlamini,208187,,1
SWZ,Nelsiwe Mbali,Ngwenya,208188,,1
SWZ,Samkelisiwe Rejoice,Dlamini,208189,,1
SWZ,Lindelwa Melokuhle,Zitha,208190,,1
SWZ,Temangcamane,Maseko,208191,,1
BOT,Dorcus,Sheto,208192,,1
BOT,Keletso,Mahumba,208193,,1
BOT,Oteng,Machibe,208194,,1
BOT,Gabaresepe,Mashaole,208195,,1
BOT,Amantle,Kene,208196,,1
BOT,Amantle,Kene,208197,,1
BOT,Poloko Ivy,Namane,208198,,1
BOT,Gaofenngwe,Pule,208199,,1
BOT,Ngakuate,Ndjarata,208200,,0
BOT,Mpho,Mphitlhang,208201,,0
BOT,Kutlwano,Rakereng,208202,,0
BOT,Alvin,Kelapile,208203,,0
BOT,Thomas,Chifu,208204,,0
BOT,Larona,Dintwe,208205,,0
BOT,Taolo,Lebakeng,208206,,0
BOT,Kebafilwe,Motsumi,208207,,0
BOT,Berence,Motlhabani,208208,,0
BOT,Thabo kevin,Sento,208209,,0
BOT,Thabo,Masilo,208210,,0
BOT,Nkgelepang,David,208211,,0
BOT,Otsile,Sebopelo,208212,,0
FRA,Cyprien,Saniard,208213,,0
BOT,Karabo Thato,Kgaolo,208214,,1
BOT,Molatedi,Setlalekgosi,208215,,0
BOT,Oabile,Sentsho,208216,,0
HUN,Dániel István,Németh,208217,,0
HUN,Márk Máté,Reiner,208218,,0
HUN,Zsombor,Bukta,208219,,0
HUN,Marcell,Herczeg,208220,,0
HUN,Milán,Melher,208221,,0
HUN,Kolos Dávid,Szipszer,208222,,0
GER,Emilia,Pfüller,208223,,1
GER,Malena,Schultz,208224,,1
ROU,Alexandru Laurentiu,Cosma,208225,,0
ESP,Martina,Riba Marti,208226,,1
RSA,PALESA,PEREKO,208227,,1
RSA,KGOMOTSO,MOTHUPI,208228,,1
RSA,SESETHU,MDOLO,208229,,1
RSA,MATHAPELO,MOKOENA,208230,,1
RSA,STACEY,NHEERA,208231,,1
RSA,MICHELLE,MBHALATI,208232,,1
RSA,KATLEGO,MTEMBU,208233,,1
RSA,MAMELA,NYANDENI,208234,,1
RSA,DINEO,SKOSANA,208235,,1
BOT,Oakantse,Badiri,208236,,1
