federation_code,first_name,last_name,no,nationality,gender
ISL,Borja,Gonzalez Vicente,207050,,0
CRO,Anja,Malnar,207051,,1
LUX,Engeldinger,Tom,207052,,0
LUX,Karier,Serge,207053,,0
CRO,Ella,Badanjak,207054,,1
CRO,Ema,Vlašić,207055,,1
CRO,Ida,Ivačević,207056,,1
CRO,Iva,Nikačević,207057,,1
BOT,Thabang,Pamani,207058,,0
CRO,Iris,Rupčić,207059,,1
FAR,Bjarki,Vágstún,207060,,0
CRO,Jelena,Grgić,207061,,1
BOT,Gorataone Craig,Motsentwa,207062,,0
CRO,Lara,Malović,207063,,1
FIV,Vitalii ,Zhuravskyi,207064,,0
CRO,Lora,Grubešić,207065,,1
FAR,Veselin,Ðurovic,207066,,0
CRO,Maja,Milovanović,207067,,1
CRO,Manuela,Pavlaković,207068,,1
CRO,Petra,Banjavčić,207069,,1
DEN,Matheus,Silva Norberto,207070,,0
CRO,Nika,Jularić,207071,,1
CRO,Rita,Bogati Pantelić,207072,,1
BUL,Elena,Todorova,207073,,1
AUT,Felix,Riccabona,207074,,0
ALG,Ilias,Amri,207075,,0
SWE,Axel,Algulin,207076,,0
SWE,Mose,Benjaminsson,207077,,0
SWE,Dario,Dumancic,207078,,0
SWE,Axel,Enlund,207079,,0
SWE,Bruno,Fridström,207080,,0
SWE,Carl,Hansén,207081,,0
SWE,Christian,Hansson,207082,,0
SWE,Axel,Karlsson,207083,,0
SWE,Leonel,Penela,207084,,0
SWE,Alfred,Westerlund,207085,,0
CAN,Matthew Brien David,Crossan,207086,,0
CUB,Ashley Shenedy,Simon Mendez,207087,,1
CUB,Lizt Marien,Lopez Rodriguez,207088,,1
CUB,Virgen Maria,Montoya Lopez,207089,,1
CUB,Aylin ,Medina Piedra,207090,,1
CUB,Yesica de la Caridad,Brito Valdez,207091,,1
CUB,Kehyla Matilde,Ramirez Pozo,207092,,1
CUB,Nahomi ,Fernandez Diaz,207093,,1
CUB,Naomis Camila,Rosabal Lopez,207094,,1
CUB,Adriana,Morejon Salabarria,207095,,1
CUB,Dayrysenia,Martinez Calzado,207096,,1
CUB,Sheyla Rocio,Perez Brunet,207097,,1
BAH,Torique,Bernard,207098,,1
BAH,Keneisha,Rolle,207099,,1
BOT,Tebogo Mike,Keobatlile,207100,,0
ITA,Fiamma,Gelmetti,207101,,1
ITA,Veronica,Brugnaro,207102,,1
CRO,Kristijan,Bečeheli,207103,,0
GER,Elisabeth Marie,Caspary,207104,,1
SLO,Kristjan,Mazej,207105,,0
ARG,Facundo Tomás,Pedrozo,207106,,0
ISV,T’ara,Austin,207107,,1
POR,Pedro,Henrique Claudino de Morais,207108,,0
CUB,Amanda de la Caridad,Gonzalez Perez,207109,,1
CUB,Daniela Alejandra,Vera Martinez,207110,,1
CUB,Daniela,Palacios Medina,207111,,1
CUB,Nailan ,Valenciano Pulido,207112,,1
GER,Franziska Luce,Schuster,207113,,1
ARG,Emilia ,España Lupo,207114,,1
ARG,Valentina,Settembrino Casanova,207115,,1
UKR,Artur,Handzii,207116,,0
AUT,Matthias,Peindl,207117,,0
AUT,Markus,Klement,207118,,0
AUT,Alexander,Gruber,207119,,0
AUT,Paul,Scheibelhofer,207120,,0
AUT,Paul,Scheiblhofer,207121,,0
DEN,Alberte Borup,Jeppesen,207122,,1
CYP,Adina,Valkova,207123,,1
CHN,Yang,Zheng,207124,,0
POR,Sara,Graça Ferreira,207125,,1
POR,Tsz,Kiu Ginelle Fung,207126,,1
POR,Cerdekley,Pires Neto Tioló,207127,,0
IRI,MirMohammadJavad,SeyedHabashi,207128,,0
BEL,Joana,Kuzmanova,207129,,1
ALB,Andi,Garunja,207130,,0
ESP,Iván,Frometa Castillo,207131,,0
ESP,Natalia,Cesar Ruiz,207132,,1
ESP,Luis,Laguna Pérez,207133,,0
POR,Xoel,Castro Garcia,207134,,0
LBA,ISLAM,ABU ZAYD,207135,,0
ISR,Guy,Cohen,207136,,0
CZE,Lukas,Melichar,207137,,0
MKD,Eftim,Richiliev,207138,,0
MKD,Filip,Grkovski,207139,,0
MKD,Vane,Arapov,207140,,0
MKD,Kristijan,Ilijev,207141,,0
MKD,Jovan,Milev,207142,,0
MKD,Filip,Stankov,207143,,0
MKD,Hristijan,Smilkov,207144,,0
FRA,Tekela,Fiafialoto,207145,,1
FRA,Malia-Viane,Tauota,207146,,1
POL,Igor,LUKASIK,207147,,0
POL,Adrian,KUCHARCZYK,207148,,0
ARG,Julieta Agustina,Paez,207149,,1
POL,Wojciech,DUDZIK,207150,,0
POL,Jakub,JURCZYK,207151,,0
POL,Tymon,NIEDZIELA,207152,,0
GUA,Justid David,Lopez Lemus,207153,,0
PER,Jose Lazaro,La Torre Galvez,207154,,0
BRA,Luis Henrique ,da Silva Barros,207155,,0
DOM,Enmanuel,Ramirez,207156,,0
SUR,Rutchan,Aaron,207157,,0
SUR,Khalil,Griffith,207158,,0
SUR,Ion,Ibrahim,207159,,0
SUR,Jayden,Koendjbiharie,207160,,0
SUR,Matthew,Lie Ten,207161,,0
SUR,Emilio,Mangoenardjo,207162,,0
SUR,Javier,Nasibdar,207163,,0
SUR,Isaiah,Olijfveld,207164,,0
SUR,Kaylen,Ponidjo,207165,,0
SUR,Jevon,Soewarto,207166,,0
SUR,Tony,Cumberbatch,207167,,0
ESP,Uma,Belli Prieto,207168,,1
ESP,Aldo Jose,Bucci CAicedo,207169,,0
GER,Cordian Alexander,Daniluk,207170,,0
POR,Laia,Boix Ribes,207171,,1
GER,Maxence Elvir Moris,Mansson,207172,,0
ARG,Alan,Alva,207173,,0
ARG,María Milagros,Cavallo,207174,,1
PHI,Alche,Gupiteo,207175,,0
PLY,Lanahei,TAOUAITAHUATA,207176,,1
POL,Marek,Setlak,207177,,0
POL,Marek,Setlak,207178,,0
FRA,Juliette,Bodinier,207179,,1
THA,Promporn,Sroiprom,207180,,1
POR,Sarah,El Gradoui,207181,,1
POR,Victoria,Caroline Fatima Lebigot,207182,,1
POR,Maria,Inês Vrabie,207183,,1
ESA,Alejandra Denisse,Morataya Avelar,207184,,1
ITA,Caterina,Guarino,207185,,1
BAH,Jalissa,Farrington,207186,,1
POR,Mariana,Souza Duarte Melo,207187,,1
CAN,Maya Cameron,Park,207188,,1
POR,Paola,Jovita Vendramini,207189,,1
BRA,Vanessa,Santos de Oliveira,207190,,1
BAH,Aidyn,Forbes,207191,,0
THA,Dueanpen,Areeluea,207192,,1
ITA,Valentina,Biondi,207193,,1
ITA,Veronica,Generali,207194,,1
VEN,Jose Rafael,Gonzalez Perez,207195,,0
VEN,Luis Carlos,Rodriguez Perez,207196,,0
IRI,Danial,Abbasi,207197,,0
ITA,Eva,Pieropan,207198,,1
SAM,Fofogaolefua,Luamanuvae,207199,,1
SAM,Michael,Teofilo,207200,,0
SAM,Fofogaolefua,Luamanuvae,207201,,1
SAM,Emalini,Toleafoa,207202,,1
SAM,Utuva,Palota Utuva,207203,,0
SAM,Glen Julius,Young Yen,207204,,0
SAM,Angelbenn Tuupo Junior,Iosefo,207205,,0
SAM,Jason,Tavita Manuo,207206,,0
SAM,Duane,Kuresa Motu,207207,,0
SAM,Harold,Ameto Talamaivao,207208,,0
SAM,Koki Junior,Koki Mate,207209,,0
SAM,Tui Joseph,Talaia,207210,,0
SAM,Ioane,Talalelei Gago,207211,,0
SAM,Matthew Robert Gafoalemata,Gafoa Tofilau,207212,,0
SAM,Dave,Agalulu Lolopo,207213,,0
SAM,Anita,Folau,207214,,1
SAM,Fusi Anastacia,Folau,207215,,1
SAM,Mavis,Frost,207216,,1
SAM,Leute,Fa'amanu Mataipule,207217,,1
SAM,Sally,Apisaloma,207218,,1
SAM,Christina Ilae,Salanoa,207219,,1
SAM,Terisa,Maulolo,207220,,1
SAM,Ziell Tuitogamatoe,Toilalo,207221,,1
SAM,Lotutamaiti,Nafoi,207222,,1
SAM,Rachel Leiluatufulasi,Fa'asoo,207223,,1
SAM,Malatin Therezeh,Lam Yen Crichton,207224,,1
SAM,Gaylette Marymyra Raynita,Lam Yen Crichton,207225,,1
AZE,Mahammad,Gurbanov,207226,,0
AZE,Ruhin,Shikhalizada,207227,,0
AZE,Jamal,Guliyev,207228,,0
AZE,Aliabbas,Rzayev,207229,,0
AZE,Mahammadtagi,Aliyev,207230,,0
AZE,Okan,Isayev,207231,,0
AZE,Omar,Huseynli,207232,,0
AZE,Rafael,Askarov,207233,,0
AZE,Elnur,Karimli,207234,,0
BRA,Alberto,Bereczki Junior,207235,,0
GRE,EVANGELIA MARIA,AGADAKI,207236,,1
CZE,Veronika,Doudova,207237,,1
HUN,Vanessa,Schneider,207238,,1
HUN,Emese,Nagy,207239,,1
HUN,Csenge,Krakoczki,207240,,1
SRB,Magdalena,Obucina,207241,,1
SRB,Stasa,Stamenkovic,207242,,1
SRB,Katarina,Stankovic,207243,,1
FRA,Emma,Le Galloudec,207244,,1
BRA,Francine,Tomazoni,207245,,1
AZE,Turan,Gahramanli,207246,,0
SRB,Milana,Stankovic,207247,,1
SRB,Miroslav,Stojanovic,207248,,0
POR,Leandro,Ludolfo Nascimento,207249,,0
POR,Henrique,Rocha Quirino Chaves,207250,,0
CAN,Maija,Nepszy,207251,,1
GRE,GEORGIOS,KANELLOPOULOS,207252,,0
POR,Emma,Yoki Bartylla,207253,,1
NAM,Frieda,Ndjodhi,207254,,1
NAM,Ndaetaonghenda Talinawa,Salatiel,207255,,1
NAM,Haitembu,Nelao Ndinomukulili,207256,,1
NAM,Martha Lipitwa Ndapewoshali,Mikka,207257,,1
NAM,Balwizi,Chaka,207258,,1
NAM,Fiina,Gotlieb,207259,,1
HON,Gabriel Alejandro,Palacio Varela,207260,,0
NAM,Johanna,Andreas,207261,,1
NAM,Sofia Sigoopeni,Amutenya,207262,,0
NAM,Magde,Tjerije,207263,,1
NAM,Andreas Natangwe,Engombe,207264,,0
NAM,David Tulonga,Shikongo,207265,,0
NAM,Abed Natangwe,Matheus,207266,,0
NAM,Fillemon Nghiyoonanye,Erastus,207267,,0
NAM,Nyambe,Siyendi,207268,,0
NAM,Teofilus Nghilifilwa,Ndafenongo,207269,,0
NAM,Lotto Nanghonda,Negumbo,207270,,0
NAM,Timoteus Shaanika,Shiimi,207271,,0
NAM,Matheus Ndilula,Nghipuilepo,207272,,0
NAM,Gabriel,Kalimbo,207273,,0
NAM,Namukomba,Vaino Mekondjo Lyamanguluka,207274,,0
NAM,Elvi Nangula,Mwoongeli,207275,,1
NAM,Letty Hepiiwo Magano,Taapopi,207276,,1
NAM,Selma Senia Shangeelao Iyaloo,Moses,207277,,1
NAM,Teopolina Keulukuwa,Muunda,207278,,1
NAM,Helena Ndinomukumo Meilongo,Itula,207279,,1
NAM,Ndelitungapo Eunice,Sakaria,207280,,1
NAM,Linda Felicita,Neuhaus,207281,,1
CAN,Karolina,Urbanovich,207282,,1
BRA,Raynnou Dikson,Coelho Souza,207283,,0
SAM,Tofamamao Joshua,Leiite Paulo,207284,,0
VIE,Huynh Phuong Thuy,Nguyen,207285,,1
VIE,Nguyen,Thi Tra My,207287,,1
,,,207288,,0
,,,207289,,0
,,,207290,,0
NED,Lente,Kroon,207291,,1
SVK,Lucia,Bucova,207292,,1
ALG,Mokrane,Manseur,207293,,0
SVK,Hana,Graffingerova,207294,,1
CZE,Josef,Kucera,207295,,0
GER,Annelis,Tyws,207296,,1
POR,Ana Rita,Jardim Carvalho,207297,,1
VEN,Héctor José ,Burgos Nadales ,207298,,0
POR,Igor,Carvalho Carneiro,207299,,0
ARG,Martina ,Calvo,207300,,1
POR,Artur,Rodrigues de Souza Costa,207301,,0
JPN,Keila,Gabriel,207302,,1
USA,Emma,Willhoite,207303,,1
POR,Anna,Clara Perreta,207304,,1
USA,Josephine,Vondran,207305,,1
NAM,Simon Tangomwene,Haufiku,207306,,0
NAM,kavepiti,Mbuende,207307,,0
NAM,Lilungwe,Nancy Mushabati,207309,,1
NAM,Grosse-Weischede,Olga,207310,,1
NAM,Harris,Lameesh,207311,,1
FAR,Hørður,Joensen,207312,,0
NAM,Iishuwa,Justina,207313,,1
FAR,Hanus,Jógvansson,207314,,0
FAR,John,Syderbø,207315,,0
CRC,Ethan,Smith Torres,207316,,0
AUS,Aikaterini,Mitraka,207317,,1
PER,Diana Aurora,Serrano Pajares,207318,,1
ITA,Alessia,Talamonti,207319,,1
CZE,Ondrej,Turek,207320,,0
KAZ,Alexandra,Kunchenko,207321,,1
ROU,Eliza,Otet,207322,,1
CZE,Jonas,Spravka,207323,,0
KAZ,Yelena,Malakhova,207324,,1
KAZ,Yasmina,Fomenko,207325,,1
BOT,Bakang,Mokoti,207326,,0
BRA,Irineu,Luciano Neves Junior,207327,,0
UKR,Sopyieva,Zhanna,207328,,1
GER,Daniel Maximilian,Lautenschlager,207329,,0
ARG,Candela Abril ,Martinez,207330,,1
GER,Maja,Sinn,207331,,1
USA,Ana,Jurado Estrada,207332,,1
HON,Roberto Aaron,Flores Gonzalez,207333,,0
ARG,Daiana Barbara,Stanford,207334,,1
HON,Jean Carlos,Pavon Barrera,207335,,0
ESA,Fatima Giselle,Rendon Garcia,207336,,1
HON,Walter Daniel,Mc Carthy Nuñez,207337,,0
ESA,Devora Scarleth,Medina Mencos,207338,,1
BOL,GARY,ROJAS,207339,,0
MEX,RAUL HUMBERTO,SILVA MONTEMAYOR,207340,,0
CYP,Evanthia Anna,Ktoridi,207341,,1
ZAM,Given,Mwamba,207342,,1
ALG,Mohamed El Mahdi,SETBEL,207343,,0
NED,Laura,Jovanović,207344,,1
ESP,Manuel Mariano,SALVADOR ESTEBAN,207345,,0
USA,Emma,Wade,207346,,1
ESP,Tomas ,ZAZO MILOSERDOVA,207347,,0
ESP,Alejandro,SAN MARTIN RODRÍGUEZ ,207348,,0
ESP,Ignasi,SANCHIS PELLICER,207349,,0
ESP,Rodrigo,JIMÉNEZ ABEYTUA,207350,,0
ESP,Davi,TENORIO CAPELOCI,207351,,0
ESP,Enrique,GUIU CRESPO,207352,,0
ESP,Oscar,SERNA ASENSIO,207353,,0
GER,Annalena,Richter,207354,,1
MKD,EVA,ALEKSIKJ,207355,,1
MEX,DAVID,PRECIADO MAYTORENA,207356,,0
MEX,IGNACIO,BALLESTEROS RUIZ,207357,,0
MEX,JAIR ALEJANDRO,QUINTANA LOZANO,207358,,0
MEX,SEBASTIAN,MIRANDA REYES,207359,,0
MEX,LEONARDO,REYES ESCOBEDO,207360,,0
MEX,MANUEL SANTIAGO,DELGADO CEDEÑO,207361,,0
MEX,SEBASTIAN EMILIANO,MELESIO TREJO,207362,,0
MEX,RICARDO,GONZALEZ RIVERA,207363,,0
MEX,EMI YANIXAN,DIAZ ESPINOZA,207364,,0
MEX,ERIK ALAN,GUTIERREZ TORRES,207365,,0
MEX,TOMAS,VILLALOBOS ECHEVERRIA,207366,,0
MEX,SERGIO,GUERRA MONTAÑO,207367,,0
MEX,JOSE ANGEL ,GALLOSO TOLEDO,207368,,0
MEX,CESAR BERNARDO,ALTAMIRANO STEVENS,207369,,0
MEX,DANIEL ALEJANDRO,FAJARDO MARTINEZ,207370,,0
MEX,ALEX LEOBARDO,OLIVAS MENDIVIL,207371,,0
MEX,RICARDO ALAN,CONTRERAS BUSTAMANTE,207372,,0
MEX,JUAN CARLOS,Hernandez Del Sol,207373,,0
MEX,OSKAR DE JESUS,Gonzalez Gomez,207374,,0
USA,Nathaniel,Miller,207375,,0
CRC,Ignacio,Morales Sánchez,207376,,0
CRC,Derek,Farley Noguera,207377,,0
CRC,Moises,Watson Brenes,207378,,0
CRC,Gabriel,Córdoba Morales,207379,,0
CRC,Jose Andrés,Gutiérrez Gómez,207380,,0
NCA,Gutierrez,Emely Fernanda,207381,,1
CRC,Jean Carlo,Vega Oviedo,207382,,0
ESP,Román,Robles Pérez,207383,,0
HON,Luis Alonzo,Padilla Urquia,207384,,0
CRC,Deniz,Vargas Arik,207385,,0
HON,Luis Alejandro,Aguilar Fortin,207386,,0
CRC,Liam Mattías,Vargas Pemberton,207387,,0
CRC,Julian David,Soto De Franco,207388,,0
CRC,Ángel Caleb,Monge Sánchez ,207389,,0
HON,Max Gadiel,Rubio Sierra,207390,,0
HON,Mario Alberto,Avila Mairena,207391,,0
HON,Ian Warren,Banegas Davila,207392,,0
HON,Saul Eduardo,Coca Blancaneaux,207393,,0
HON,Esdras Caleb,Ramirez Espinoza,207394,,0
CRC,Óscar Andrés,López Porras,207395,,0
HON,Gregory Jose,Benitez Romero,207396,,0
HON,Josue David,Doblado Tabora,207397,,0
HON,Diego Enrique,Turcios Zavala,207398,,0
HON,Rafael Andres,Lainez Jimenez,207399,,0
HON,Angel David,Ellner Diaz,207400,,0
HON,Diego Alejandro,Rivera Ramirez,207401,,0
KAZ,Anastasiya,Sherova,207402,,1
CYP,Emmanouil,Vamvatsoulis,207403,,0
GER,Maria,Geller,207404,,1
POR,Eduardo,Loubach Campos,207405,,0
ESP,Pedro,SANTANA PÉREZ-LUZARDO,207406,,0
ITA,Zoe,Moiran,207407,,1
BRA,Gabriel ,Emerenciano,207408,,0
POL,Wiktoria,Kowalska,207409,,1
POR,Daniel,Ferraz Prado Alberto,207410,,0
POL,Gabriela,Makarowska-Kulej,207411,,1
POR,Gabriella,Souza Honda,207412,,1
POR,Joana,Oliveira Camargo Sá,207413,,1
POR,Martina,Sofia Mello Dantas,207414,,1
POR,Rafael,Garson,207415,,0
TUR,Zeynep,Gürkan,207416,,1
TUN,Douaa,Ayeb,207417,,1
TUN,Istabrak,Bahloul,207418,,1
TUN,Ritej,Bouassida,207419,,1
TUN,Maram,Bouguerra,207420,,1
SRB,Vasja,FILIPOVIC,207421,,1
TUN,Mariem,Dallegi,207422,,1
TUN,Meriem,Elbach,207423,,1
TUN,Lina,Gtari,207424,,1
TUN,Mayssem,Jeridi,207425,,1
TUN,Maya,Lahmar,207426,,1
TUN,Elaa,Sayari,207427,,1
TUN,Jasser,Mefteh,207428,,0
TUN,Adem,Kechiche,207429,,0
TUN,Ilyess,Alimi,207430,,0
TUN,Issam,Lotai,207431,,0
CZE,Helena,Jehlickova,207432,,1
TUN,Selmene,Jerbi,207433,,0
TUN,Omar,Hfaiedh,207434,,0
TUN,Khaled,Haouari,207435,,0
TUN,Youssef,Drira,207436,,0
TUN,Youssef,Drira,207437,,0
TUN,Mohamed Islem,Aouadi,207438,,0
CRC,Luis Marcos ,Muñoz Ruiz ,207439,,0
CRC,Sebastián Ignacio ,Alcalá Martínez ,207440,,0
CRC,Derek Josué ,Ruiz Jara,207441,,0
CRC,Alonso Gabriel ,Cedeño Arias,207442,,0
CRC, Eithan,Jenkins Cruz,207443,,0
CRC,Alex Jamir ,Muñoz Cruz ,207444,,0
CRC,José Ignacio ,Sandoval Salazar ,207445,,0
JPN,Yoshino,Kawamura,207446,,1
JPN,Jotaro,Fujita,207447,,0
TUR,Celalettin,Fedakar,207448,,0
ZAM,Judith,Chisala,207449,,1
SLO,Veronika,Vulić,207450,,1
SLO,Gaja,Makuc,207451,,1
ITA,Caterina,Monteneri,207452,,1
SLO,Sanja,Damjanović,207453,,1
SLO,Hana,Podbršček,207454,,1
PUR,Kalia Isabel,Alvarado Rodriguez,207455,,1
PUR,Sara,Lozano Riascos,207456,,1
PUR,Isabella,Ortiz Negron,207457,,1
PUR,Alanis Charlotte,Matias Cepeda,207458,,1
PUR,Carla Beatriz,Mercado Martinez,207459,,1
PUR,Alenis ,Perez Avilez,207460,,1
PUR,Victoria Michelle,Camacho Pearson,207461,,1
PUR,Valeria Sofia,Otero Rivera,207462,,1
SRB,Anastasija,Bozic,207463,,1
PUR,Anabella Isabelle,Valentin Miranda,207464,,1
PUR,Natashja Mia,Soto Solivan,207465,,1
PUR,Daniela Isabel,Nieves Papaleo,207466,,1
PUR,Diangelie,Gonzalez,207467,,1
IRI,Faezeh,Khorram,207468,,1
ITA,Angelica,Bocchi,207469,,1
GUA,Justin David,Lopez Lemus,207470,,0
POL,Gabriela,Wojtas,207471,,1
GER,Franziska,Heil,207472,,1
GER,Tea,Jerkovic,207473,,1
GER,Luna,Kaiser,207474,,1
GER,Henriette,Kranz,207475,,1
GER,Emilia,Schaarschmidt,207476,,1
GER,Annika,Vix,207477,,1
GER,Katharina,Weinzierl,207478,,1
GER,Jana,Lebedev,207479,,1
GER,Lilly,Brock,207480,,1
GER,Louisa,Danneberg,207481,,1
POR,Ana,Isabel Torres Gonçalves,207482,,1
POL,Barbara,Wolanska,207483,,1
POR,Eleonora,Shvachiy,207484,,1
SUI,Ella ,Ammeter,207485,,1
BUL,Adriana,Yordanova,207486,,1
RUS,Khalaev,Mekhdi,207487,,0
SVK,Lucia,POLEDNAKOVA ,207488,,1
CAN,Olivier,Landuydt,207489,,0
ARG,Mariana,Mercerat,207490,,1
MSH,Jared,Wase,207491,,0
MSH,Carolyn,Hone,207492,,1
MSH,Aelon,Leem,207493,,0
CAN,Ellery,Williamson,207494,,1
FIJ,Solimailagi Masi,Valentine,207495,,0
SRB,Tijana,CVETKOVIC,207496,,1
ITA,Valentina,Rondinelli,207497,,1
IRI,Mohammad Reza,Pishbahar,207498,,0
BRA,Carla,Tavares Felipe Vieira,207499,,1
GRE,SPYRIDON,VLACHOS,207500,,0
BUL,Ivanina,Malinova,207501,,1
BUL,Aleksandra,Velichkova,207502,,1
DOM,Isabella Mia,Cerda Guzman,207503,,1
SUI,Jill Ewa,Münstermann,207504,,1
CUB,Lourdes,Tedez Pupo,207505,,1
NCA,Ana Carolina,Rodriguez Alfaro,207506,,1
NCA,Zohar ,Mayorga Navarro,207507,,1
GRE,THEODOSIOS,GALIROPOULOS,207508,,0
NCA,Jeyleen Yasiel,Bendliss Taylor,207509,,1
IRI,Ali,Efatdoustlakeh,207510,,0
IRI,Mohammad Hossein,Charkhlouei,207511,,0
IRI,Mostafa,Sattari Pour,207512,,0
IRI,Rasoul,Mohammadkhani,207513,,0
POL,Patryk,Fliszkiewicz,207514,,0
ITA,Ruben,Togneri,207515,,0
GER,Jonas,Hecker,207516,,0
ITA,Sara,Congia,207517,,1
GER,Mirabell,Schimann,207518,,1
IRI,Mahdi,Aghababaei,207519,,0
FRA,Sopanya,Tan,207520,,0
ESP,Guillem,Pont Perelló,207521,,0
ESP,Lázaro,Vicente Pérez,207522,,0
ESP,Miguel,Blanco González,207523,,0
ESP,Fernando,Tomás Rueda,207524,,0
ESP,Carlos,Caballero Medina,207525,,0
ESP,Miriam,Aguilar Martín,207526,,1
ARG,Josefina,Ortis Ramella,207527,,1
VEN,Bruno Emilio,Leota Santana,207528,,0
TUR,Nezaket Ece,Kahraman,207529,,0
PNG,Lauren,Allen,207530,,1
AUT,Marlies,Strohmeier,207531,,1
POR,Elisa,Banchero,207532,,1
NCA,EMELY FERNANDA,GUTIERREZ,207533,,1
NCA,EMELY FERNANDA,GUTIERREZ,207534,,1
BOL,Luis Fernando,Roca Martinez,207535,,0
HON,Camila Sofia,Figueroa Rodriguez,207536,,1
HON,Maria Jose,Vasquez Riera,207537,,1
HON,Valerie Nicole,Caceres Fletes,207538,,1
HON,Lila Sophia,Madrid Guzman,207539,,1
HON,Daniela Sarahi,Ferrera Rodriguez,207540,,1
HON,Nicole Yalena,Velasquez Banegas,207541,,1
HON,Carmen Maria Fernanda,Erazo Madrid,207542,,1
HON,Valeria Zoe,Melghem Antunez,207543,,1
HON,Dara Elissah,Erazo Martinez,207544,,1
HON,Luna Camila,Lobo Bautista,207545,,1
HON,Elena Maria,Rivera Espino,207546,,1
HON,Andrea,Aviles Betancourth,207547,,1
HON,Ana Isabel,Mena Galeas,207548,,1
HON,Ivanna Georgette,Perez Salinas,207549,,1
HON,Lowi Jireh,Green Guzman,207550,,1
HON,Annamaria Ester,Aguilar Campos,207551,,1
HON,Nathalia Sophia,Borjas Aguiluz,207552,,1
HON,Camila Dinora,Zaldaña Castro,207553,,0
HON,Natalie,Romero Paz,207554,,1
TUR,Tuana,Şenbabaoğlu,207555,,1
FRA,Romy,Krakovsky,207556,,1
GER,Alexander,Schendelmann,207557,,0
ALG,Ramzi,LEHTIHET,207558,,0
ESP,Miguel,Fuente Santos,207559,,0
ITA,Elena,Andreetto,207560,,1
GRE,SPYRIDON ,VELOUDIS ,207561,,0
GRE,ANTONIOS ,SPILIOTIS,207562,,0
GRE,IOANNIS,KOSMAS,207563,,0
GRE,ATHANASIOS,PAPAGEORGIOU,207564,,0
GRE,KONSTANTINOS, PAVLOU,207565,,0
BIH,Mediha,Dedić,207566,,1
POL,Mateusz,Frac,207567,,0
BEL,Sohail,Bennani,207568,,0
UKR,Taisiia,Shvachka,207569,,1
NZL,Levi,Painter,207570,,1
UKR,Dmytro,Savichev,207571,,0
FRA,Ninon,Bavaro,207572,,1
MEX,PAOLA NOHEMI ,ALVIDREZ LEYVA,207573,,1
MEX,MARIJOSE,GUZMAN TALAMANTES,207574,,1
MEX,RENATA ,CARMONA DIAZ,207575,,1
MEX,DIFFANY ,SOLTERO RODRIGUEZ,207576,,1
MEX,METZI SIBEL,MARTINEZ GONZALEZ,207577,,1
MEX,JESSICA PAOLA,MATUS PARRA,207578,,1
MEX,MARIA,CORTES SANTOYO,207579,,1
MEX,KIMBERLY GUADALUPE,ROSALES JIMENEZ,207580,,1
MEX,KIARA,RAMIREZ AVALOS,207581,,1
MEX,CAMILA,SANDOVAL CONTRERAS,207582,,1
MEX,FATIMA ELIZABETH,SALCEDO GONZALEZ,207583,,1
MEX,BRENDA SOFIA,ESQUIVEL VALDEZ,207584,,1
MEX,AITANA ,RETTKE TANGUMA,207585,,1
MEX,CYNTIA ANGELICA,PALOMO REYNA,207586,,1
MEX,ANA PAULA,MORENO RODRIGUEZ,207587,,1
MEX,ANA PAULA,MORENO RODRIGUEZ,207588,,1
MEX,ABIGAIL,CASTRO VAZQUEZ,207589,,1
MEX,ANDREA SCHOENSTATT,GARCIA LLERA,207590,,1
MEX,KENIA ,MARTINEZ MARTINEZ,207591,,1
MEX,ANA KARINA,ZAMORANO RUIZ,207592,,1
MEX,VALERIA,DE LA RIVA VERDUZCO,207593,,1
MEX,ANDREA RENE ,DOMINGUEZ ARELLANO,207594,,1
MEX,YLIANA RUBI,ZUÑIGA GARZA,207595,,1
MEX,GABRIELA LINDSAY,GARZA RANGEL,207596,,1
MEX,SOPHYA MALENNY,GARCIA TOVAR,207597,,1
MEX,CONSTANZA MICHELLE,SALDAÑA GALVEZ,207598,,1
MEX,DIBANHI ,BARRERA BAUTISTA,207599,,1
MEX,ANA SOFIA,JUARE GUZMAN,207600,,1
PAN,Yustin,Gantes,207601,,0
PAN,Einar,Rodriguez,207602,,0
AUS,Pegah,Sarraf Zadeh,207603,,1
TUN,Soumaya,Ben Neya,207604,,1
JPN,Wakana,Harima,207605,,1
GER,Johanna Celine,Jung,207606,,1
GRE,VASILIKI,LACHANIATI,207607,,1
BRA,Jose Leandro,Gasparelo,207608,,0
ESP,Jorge,Revilla Mata,207609,,0
FRA,Julia,Nafrechoux,207610,,1
ARG,Micaela Andrea,Lopez,207611,,1
POR,Dimitri,Bruno Gomes de Lima Cavalcanti,207612,,0
POR,Thais,Silva Nunes,207613,,1
POR,Ederson,Luiz Lopes Vieira,207614,,0
POR,Ma,Yuru,207615,,1
NCA,Melissa Zarai,Mercado Reyes,207616,,1
POR,Guilherme,Haddad Afonso Mota,207617,,0
CAY,Alexander,Finnikin,207618,,0
CAY,Mikhail,Fedenev,207619,,0
ARG,Malena,De La Fuente,207620,,1
ARG,Monica,Frias Laso,207621,,1
PNG,Arnold,Daera,207622,,0
ALG,Sid Ali,Massin,207623,,0
JPN,Airi,Yamashita,207624,,1
ITA,Mattia,Brienza,207625,,0
ITA,Cristal,Marchi,207626,,1
ESP,Alba,Maldonado Calvo,207627,,1
POR,Caua,Philippe Andriola dos Santos,207628,,0
