code,name,federation_code,no,gender,noevent,start_date,end_date
WATH2004,Athens,GRE,478,1,0,2004-08-14,2004-08-24
WATH2005,Athens,GRE,479,1,0,2005-08-31,2005-09-03
WATL1996,Atlanta,USA,480,1,0,1996-07-23,1996-07-27
WAUT2009,Baden,AUT,481,1,0,2009-06-05,2009-06-07
WBAI2005,Buenos Aires,ARG,482,1,0,2005-10-14,2005-10-15
WBAL1995,Bali,INA,483,1,0,1995-09-15,1995-09-17
WBAL2003,Bali,INA,484,1,0,2003-08-22,2003-08-24
WBAL2005,Bali,INA,485,1,0,2005-09-15,2005-09-18
WBAN2005,Bangkok,THA,486,1,0,2005-02-25,2005-02-27
WBCN2008,Barcelona,ESP,487,1,0,2008-05-28,2008-05-31
WBCN2009,Barcelona,ESP,488,1,0,2009-09-10,2009-09-13
WBEI2008,Beijing,CHN,489,1,0,2008-08-09,2008-08-23
WBEI2011,Beijing,CHN,490,1,0,2011-06-08,2011-06-11
WBEJ2007,Beijing,CHN,491,1,0,2007-08-13,2007-08-19
WBER2000,Berlin,GER,492,1,0,2000-07-14,2000-07-16
WBER2003,Berlin,GER,493,1,0,2003-06-26,2003-06-28
WBER2004,Berlin,GER,494,1,0,2004-06-23,2004-06-26
WBER2005,Berlin,GER,495,1,0,2005-06-21,2005-06-25
WBER2007,Berlin,GER,496,1,0,2007-07-12,2007-07-14
WBER2008,Berlin,GER,497,1,0,2008-06-11,2008-06-14
WBER2009,Berlin,GER,498,1,0,2009-06-19,2009-06-21
WBER2010,Berlin,GER,499,1,0,2010-08-11,2010-08-14
WBLA2009,Blackpool,ENG,500,1,0,2009-09-11,2009-09-13
WBRA2009,Brasilia,BRA,501,1,0,2009-04-22,2009-04-25
WBRA2010,Brasilia,BRA,502,1,0,2010-04-21,2010-04-24
WBRA2011,Brasilia,BRA,503,1,0,2011-04-19,2011-04-22
WBRI1995,Brisbane,AUS,504,1,0,1995-10-06,1995-10-08
WC2010,Congress 2010,ITA,505,0,0,2010-09-08,2010-09-10
WCAB2003,Pattaya,THA,506,1,0,2003-08-28,2003-08-31
WCAG2000,Cagliari,ITA,507,1,0,2000-06-09,2000-06-11
WCAG2001,Cagliari,ITA,508,1,0,2001-06-15,2001-06-17
WCAG2004,Cagliari,ITA,509,1,0,2004-07-24,2004-07-25
WCAP2005,Cape Town,RSA,510,1,0,2005-11-17,2005-11-20
WCAR1991,Carolina,PUR,511,1,0,1994-08-19,1994-08-21
WCAR1994,Carolina,PUR,512,1,0,1994-04-01,1994-04-02
WCAR1995,Carolina,PUR,513,1,0,1995-11-10,1995-11-12
WCAR1996,Carolina,PUR,514,1,0,1996-09-06,1996-09-08
WCAT2002,Catania,ITA,515,1,0,2002-07-11,2002-07-14
WCAT2010,CEV - U20 - Catania,ITA,516,1,0,2010-07-08,2010-07-11
WCC10AA1,CAVB Continental Cup - Group A,SEN,517,1,0,2011-01-08,2011-01-10
WCC10AA2,CAVB Continental Cup - Group A,SLE,518,1,0,2011-01-14,2011-01-15
WCC10AB1,CAVB Continental Cup - Group B ,BEN,519,1,0,2010-10-31,2010-10-31
WCC10AB2,CAVB Continental Cup- Group B,TOG,520,1,0,2010-11-06,2010-11-07
WCC10AC2,CAVB Continental Cup - Group C,CMR,521,1,0,2011-01-27,2011-01-29
WCC10AD1,CAVB Continental  Cup - Group D,RWA,522,1,0,2010-12-03,2010-12-03
WCC10AD2,CAVB Continental Cup - Group D,SUD,523,1,0,2010-12-24,2010-12-25
WCC10AE1,CAVB Continental Cup - Group E,NAM,524,1,0,2011-01-23,2011-01-23
WCC10AE2,CAVB Continental Cup - Group E,MOZ,525,1,0,2011-02-04,2011-02-06
WCC10EUA,Malta,MLT,526,1,0,2010-09-05,2010-09-05
WCC10EUB,Zrece,SLO,527,1,0,2010-09-05,2010-09-05
WCC10EUC,Las Palmas,ESP,528,1,0,2010-10-17,2010-10-17
WCC10EUD,Montpellier,FRA,529,1,0,2010-09-26,2010-09-26
WCC10EUE,Illichivsk,UKR,530,1,0,2010-09-05,2010-09-05
WCC10EUF,Yantarniy,RUS,531,1,0,2010-07-25,2010-07-25
WCC10EUG,Rhodes,GRE,532,1,0,2010-09-17,2010-09-18
WCC10EUH,Alanya,TUR,533,1,0,2010-09-26,2010-09-26
WCC10NOA,ECVA,ANT,534,1,0,2010-11-18,2010-11-21
WCC10NOB,CAZOVA,TTO,535,1,0,2010-12-17,2010-12-19
WCC10NOC,AFECAVOL,NCA,536,1,0,2011-01-28,2011-01-30
WCC10NOD,CENTRAL,DOM,537,1,0,2011-04-18,2011-04-20
WCC10SA1,CSV Continental Cup,COL,538,1,0,2010-10-13,2010-10-14
WCC10SA2,CSV Continental Cup,BOL,539,1,0,2010-10-23,2010-10-24
WCC10SA3,CSV Continental Cup,ECU,540,1,0,2010-10-30,2010-10-31
WCC10SA4,CSV Continental Cup,ARG,541,1,0,2010-11-06,2010-11-07
WCC10SA5,CSV Continental Cup,VEN,542,1,0,2010-11-27,2010-11-28
WCCC2010,CEV Continental Cup,99,543,1,0,2010-06-01,2010-12-31
WCEV1999,CEV Finals,ESP,544,1,0,1999-08-26,1999-08-28
WCEV2003,Alanya,TUR,545,1,0,2003-08-30,2003-08-31
WCEV2004,Timmendorfer Strand,GER,546,1,0,2004-06-11,2004-06-13
WCEV2007,Women's CEV Championship,ESP,547,1,0,2007-08-23,2007-08-26
WCEV2008,Women's CEV Championship,GER,548,1,0,2008-07-10,2008-07-13
WCHE2008,Chennai,IND,549,1,0,2008-07-16,2008-07-18
WCHE2010,Chennai,IND,550,1,0,2010-09-29,2010-10-02
WCHI2000,Chicago,USA,551,1,0,2000-07-02,2000-07-04
WCLE1995,Clearwater,USA,552,1,0,1995-05-05,1995-05-07
WCON2010,Constanta,ROU,553,1,0,2010-06-17,2010-06-19
WCT10SA2,Continental Tour,BRA,554,1,0,2010-11-20,2010-11-21
WCT11SA3,Continental Tour,PER,555,1,0,2011-02-04,2011-02-06
WCT11SA4,Continental Tour,CHI,556,1,0,2011-02-11,2011-02-13
WCT11SA5,Continental Tour,URU,557,0,0,2011-02-18,2011-02-20
WCYP2006,Cyprus,CYP,558,1,0,2006-07-27,2006-07-29
WCYP2007,Cyprus,CYP,559,1,0,2007-07-26,2007-07-28
WCYP2008,Cyprus,CYP,560,1,0,2008-08-01,2008-08-02
WCYP2009,Cyprus,CYP,561,1,0,2009-07-17,2009-07-19
WDAL1998,Dalian,CHN,562,1,0,1998-08-14,1998-08-16
WDAL1999,Dalian,CHN,563,1,0,1999-08-13,1999-08-15
WDAL2000,Dalian,CHN,564,1,0,2000-08-11,2000-08-13
WDUB2008,Dubai,UAE,565,1,0,2008-10-07,2008-10-10
WDUB2009,Abu Dhabi,UAE,566,1,0,2009-10-20,2009-10-23
WEBO2006,Eboli,ITA,567,1,0,2006-08-09,2006-08-10
WEBO2007,Eboli,ITA,568,1,0,2007-07-21,2007-07-22
WESP1995,Espinho,POR,569,1,0,1995-08-25,1995-08-27
WESP1996,Espinho,POR,570,1,0,1996-08-09,1996-08-11
WESP1997,Espinho,POR,571,1,0,1997-08-01,1997-08-03
WESP1998,Espinho,POR,572,1,0,1998-07-31,1998-08-02
WESP1999,Espinho,POR,573,1,0,1999-07-30,1999-08-01
WESP2001,Espinho,POR,574,1,0,2001-07-26,2001-07-28
WESP2005,Espinho,POR,575,1,0,2005-07-13,2005-07-16
WESP2007,Espinho,POR,576,1,0,2007-06-13,2007-06-16
WESP2009,CEV - U18 - Espinho,POR,577,1,0,2009-07-23,2009-07-26
WFOR2001,Fortaleza,BRA,578,1,0,2001-11-01,2001-11-04
WFOR2004,Fortaleza,BRA,579,1,0,2004-03-11,2004-03-14
WFOR2007,Fortaleza,BRA,580,1,0,2007-09-26,2007-09-29
WGDA2008,Gdansk,POL,581,1,0,2008-07-26,2008-07-27
WGER2010,Cyprus,CYP,582,1,0,2010-07-16,2010-07-18
WGET2006,Getxo,ESP,583,1,0,2006-08-12,2006-08-13
WGRA2001,Gran Canaria,ESP,584,1,0,2001-07-06,2001-07-08
WGRA2009,Gran Canaria,ESP,585,1,0,2009-05-08,2009-05-10
WGRE2009,CEV - U20 - Greece,GRE,586,1,0,2009-08-26,2009-08-29
WGST2000,Gstaad,SUI,587,1,0,2000-06-23,2000-06-25
WGST2001,Gstaad,SUI,588,1,0,2001-06-21,2001-06-23
WGST2002,Gstaad,SUI,589,1,0,2002-06-20,2002-06-22
WGST2003,Gstaad,SUI,590,1,0,2003-06-19,2003-06-21
WGST2004,Gstaad,SUI,591,1,0,2004-06-17,2004-06-19
WGST2005,Gstaad,SUI,592,1,0,2005-06-15,2005-06-18
WGST2006,Gstaad,SUI,593,1,0,2006-06-21,2006-06-24
WGST2007,Gstaad,SUI,594,1,0,2007-07-24,2007-07-28
WGST2008,Gstaad,SUI,595,1,0,2008-07-23,2008-07-26
WGST2009,Gstaad,SUI,596,1,0,2009-07-08,2009-07-11
WGST2010,Gstaad,SUI,597,1,0,2010-07-07,2010-07-10
WGST2011,Gstaad,SUI,598,1,0,2011-07-06,2011-07-09
WGUA2008,Guaruja,BRA,599,1,0,2008-09-17,2008-09-20
WGWG1998,Goodwill Games,USA,601,1,0,1998-08-01,1998-08-02
WGWG2001,Goodwill Games,AUS,602,1,0,2001-08-29,2001-09-04
WHAC2008,Hacienda Bay Beach,EGY,603,1,0,2008-08-22,2008-08-23
WHAG2009,The Hague,NED,604,1,0,2009-08-26,2009-08-29
WHAG2010,The Hague,NED,605,1,0,2010-08-26,2010-08-29
WHAG2011,The Hague,NED,606,1,0,2011-08-25,2011-08-28
WHER1995,Hermosa,USA,607,1,0,1995-07-14,1995-07-16
WHER1996,Hermosa,USA,608,1,0,1996-06-21,1996-06-23
WHKG2001,Hong Kong,HKG,609,1,0,2001-08-24,2001-08-26
WHKG2007,Hong Kong,HKG,610,1,0,2007-11-09,2007-11-11
WITA2011,Rome,ITA,611,1,0,2011-06-13,2011-06-19
WJAK1996,Jakarta,INA,612,1,0,1996-11-22,1996-11-24
WJON1998,Jona,SUI,613,1,0,1998-08-14,1998-08-16
WKLA2001,Klagenfurt,AUT,614,1,0,2001-08-01,2001-08-04
WKLA2002,Klagenfurt,AUT,615,1,0,2002-07-31,2002-08-03
WKLA2003,Klagenfurt,AUT,616,1,0,2003-07-31,2003-08-02
WKLA2004,Klagenfurt,AUT,617,1,0,2004-07-29,2004-07-31
WKLA2005,Klagenfurt,AUT,618,1,0,2005-08-04,2005-08-06
WKLA2006,Klagenfurt,AUT,619,1,0,2006-08-03,2006-08-05
WKLA2007,Klagenfurt,AUT,620,1,0,2007-08-02,2007-08-04
WKLA2008,Klagenfurt,AUT,621,1,0,2008-07-30,2008-08-02
WKLA2009,Klagenfurt,AUT,622,1,0,2009-07-29,2009-08-01
WKLA2010,Klagenfurt,AUT,623,1,0,2010-07-28,2010-07-31
WKLA2011,Klagenfurt,AUT,624,1,0,2011-08-03,2011-08-06
WKOS2010,CEV - U23 - Kos,GRE,625,1,0,2010-08-25,2010-08-28
WKRI2007,Kristiansand,NOR,626,1,0,2007-08-08,2007-08-11
WKRI2008,Kristiansand,NOR,627,1,0,2008-08-27,2008-08-30
WKRI2009,Kristiansand,NOR,628,1,0,2009-08-12,2009-08-15
WKRI2010,Kristiansand,NOR,629,1,0,2010-08-11,2010-08-14
WLAR2008,Laredo,ESP,631,1,0,2008-06-28,2008-06-29
WLAR2009,Laredo,ESP,632,1,0,2009-07-25,2009-07-26
WLAU2004,Lausanne,SUI,633,1,0,2004-08-05,2004-08-07
WLAU2005,Lausanne,SUI,634,1,0,2005-08-11,2005-08-13
WLAX1997,Los Angeles,USA,635,1,0,1997-09-10,1997-09-13
WLAX2003,Los Angeles,USA,636,1,0,2003-09-19,2003-09-21
WLIE2007,Vaduz,LIE,637,1,0,2007-08-09,2007-08-11
WLIE2008,Vaduz,LIE,638,1,0,2008-08-07,2008-08-09
WLLE2001,Le Lavandou,FRA,639,1,0,2001-08-24,2001-08-26
WLLE2003,Le Lavandou,FRA,640,1,0,2003-08-22,2003-08-24
WLLE2004,Le Lavandou,FRA,641,1,0,2004-08-28,2004-08-29
WLLE2005,Le Lavandou,FRA,642,1,0,2005-08-20,2005-08-21
WLSUP,FIVB WL Supervisor Seminar 2009,SUI,643,0,0,2009-04-20,2009-04-20
WMAC1996,Maceio,BRA,644,1,0,1996-04-10,1996-04-14
WMAC2001,Macau,MAC,645,1,0,2001-04-06,2001-04-08
WMAD2002,Madrid,ESP,646,1,0,2002-06-07,2002-06-09
WMAL2002,Mallorca,ESP,647,1,0,2002-09-05,2002-09-07
WMAL2004,Mallorca,ESP,648,1,0,2004-07-08,2004-07-10
WMAO2001,Maoming,CHN,649,1,0,2001-08-17,2001-08-19
WMAO2002,Maoming,CHN,650,1,0,2002-08-16,2002-08-18
WMAO2003,Lianyungang,CHN,651,1,0,2003-08-15,2003-08-17
WMAR2000,Marseille,FRA,652,1,0,2000-07-20,2000-07-22
WMEL1997,Melbourne,AUS,653,1,0,1997-03-13,1997-03-16
WMIA1994,Miami,USA,654,1,0,1994-01-15,1994-01-22
WMIL2003,Milan,ITA,655,1,0,2003-09-05,2003-09-07
WMIL2004,Milan,ITA,656,1,0,2004-09-03,2004-09-05
WMIL2005,Milan,ITA,657,1,0,2005-06-09,2005-06-12
WMOD2006,Modena,ITA,658,1,0,2006-05-11,2006-05-14
WMOS2008,Moscow,RUS,659,1,0,2008-07-02,2008-07-05
WMOS2009,Moscow,RUS,660,1,0,2009-07-15,2009-07-18
WMOS2010,Moscow,RUS,661,1,0,2010-06-09,2010-06-14
WMOS2011,Moscow,RUS,662,1,0,2011-07-13,2011-07-16
WMRS1997,Marseille,FRA,663,1,0,1997-07-24,1997-07-26
WMRS1998,Marseille,FRA,664,1,0,1998-07-23,1998-07-25
WMRS1999,Marseille,FRA,665,1,0,1999-07-21,1999-07-24
WMRS2001,Marseille,FRA,666,1,0,2001-07-18,2001-07-22
WMRS2002,Marseille,FRA,667,1,0,2002-07-16,2002-07-20
WMRS2003,Marseille,FRA,668,1,0,2003-07-16,2003-07-19
WMRS2004,Marseille,FRA,669,1,0,2004-07-14,2004-07-18
WMRS2006,Marseille,FRA,670,1,0,2006-07-05,2006-07-08
WMRS2007,Marseille,FRA,671,1,0,2007-07-18,2007-07-21
WMRS2008,Marseille,FRA,672,1,0,2008-07-16,2008-07-19
WMRS2009,Marseille,FRA,673,1,0,2009-07-21,2009-07-26
WMRS2010,Marseille,FRA,674,1,0,2010-07-21,2010-07-25
WMTR2002,Montreal,CAN,675,1,0,2002-07-11,2002-07-13
WMTR2004,Montreal,CAN,676,1,0,2004-07-08,2004-07-11
WMTR2005,Montreal,CAN,677,1,0,2005-08-25,2005-08-28
WMTR2006,Montreal,CAN,678,1,0,2006-07-13,2006-07-16
WMTR2007,Montreal,CAN,679,1,0,2007-07-05,2007-07-08
WMTR2008,Montreal,CAN,680,1,0,2008-07-10,2008-07-13
WMYS2008,Myslowice,POL,681,1,0,2008-09-04,2008-09-07
WMYS2011,Myslowice,POL,682,1,0,2011-05-19,2011-05-22
WOSA2000,Osaka,JPN,683,1,0,2000-08-04,2000-08-06
WOSA2001,Osaka,JPN,684,1,0,2001-08-10,2001-08-12
WOSK1994,Osaka,JPN,685,1,0,1994-08-04,1994-08-07
WOSK1995,Osaka,JPN,686,1,0,1995-07-27,1995-07-29
WOSK1996,Osaka,JPN,687,1,0,1996-08-09,1996-08-11
WOSK1997,Osaka,JPN,688,1,0,1997-08-08,1997-08-10
WOSK1998,Osaka,JPN,689,1,0,1998-08-07,1998-08-09
WOSK1999,Osaka,JPN,690,1,0,1999-08-06,1999-08-08
WOSK2002,Osaka,JPN,691,1,0,2002-08-09,2002-08-11
WOSK2003,Osaka,JPN,692,1,0,2003-08-08,2003-08-10
WOSK2004,Osaka,JPN,693,1,0,2004-06-04,2004-06-06
WOSK2005,Osaka,JPN,694,1,0,2005-05-26,2005-05-29
WOSK2008,Osaka,JPN,695,1,0,2008-05-22,2008-05-25
WOSK2009,Osaka,JPN,696,1,0,2009-05-21,2009-05-24
WOST1996,Ostende,BEL,697,1,0,1996-08-16,1996-08-18
WPAL2005,Palinuro,ITA,698,1,0,2005-07-30,2005-07-31
WPAN1999,Winnipeg,CAN,699,1,0,1999-07-29,1999-08-04
WPAR2005,Paris,FRA,700,1,0,2005-07-27,2005-07-30
WPAR2006,Paris,FRA,701,1,0,2006-07-26,2006-07-29
WPAR2007,Paris,FRA,702,1,0,2007-06-20,2007-06-24
WPAR2008,Paris,FRA,703,1,0,2008-06-18,2008-06-20
WPAT2001,Pattaya,THA,704,1,0,2001-08-31,2001-09-02
WPES1997,Pescara,ITA,705,1,0,1997-07-04,1997-07-06
WPET1994,Goodwill Games,RUS,706,1,0,1994-07-23,1994-07-28
WPHU2005,Phuket,THA,707,1,0,2005-12-28,2005-12-30
WPHU2006,Phuket,THA,708,1,0,2006-11-02,2006-11-05
WPHU2007,Phuket,THA,709,1,0,2007-11-01,2007-11-04
WPHU2008,Phuket,THA,710,1,0,2008-11-06,2008-11-09
WPHU2009,Phuket,THA,711,1,0,2009-11-05,2009-11-08
WPHU2010,Phuket,THA,712,1,0,2010-11-04,2010-11-07
WPHU2011,Phuket,THA,713,1,0,2011-11-03,2011-11-06
WPOR1999,Portici,ITA,714,1,0,1999-07-02,1999-07-04
WPOR2000,Espinho,POR,715,1,0,2000-07-27,2000-07-29
WPOR2010,CEV - U18 - Porto,POR,716,1,0,2010-08-05,2010-08-08
WPRC2004,Porticcio,FRA,717,1,0,2004-08-21,2004-08-22
WPSA2006,Porto Santo,POR,718,1,0,2006-09-14,2006-09-17
WPSG1999,Porto San Giorgio,ITA,719,1,0,1999-07-13,1999-07-15
WPTS2004,Porto Santo,POR,720,1,0,2004-09-15,2004-09-18
WPUS1995,Pusan,KOR,721,1,0,1995-07-20,1995-07-22
WPUS1996,Pusan,KOR,722,1,0,1996-08-23,1996-08-25
WPUS1997,Pusan,KOR,723,1,0,1997-08-15,1997-08-17
WQUE2011,Québec,CAN,724,1,0,2011-07-21,2011-07-24
WREC1996,Recife,BRA,725,1,0,1996-04-17,1996-04-21
WRHO2002,Rhodes,GRE,726,1,0,2002-07-26,2002-07-28
WRHO2003,Rhodes,GRE,727,1,0,2003-06-13,2003-06-15
WRHO2004,Rhodes,GRE,728,1,0,2004-05-21,2004-05-23
WRHO2006,Athens,GRE,729,1,0,2006-06-01,2006-06-04
WRIO1993,Rio de Janeiro,BRA,730,1,0,1993-02-09,1993-02-14
WRIO1995,Rio de Janeiro,BRA,731,1,0,1995-03-02,1995-03-05
WRIO1996,Rio de Janeiro,BRA,732,1,0,1996-02-28,1996-03-03
WRIO1997,Rio de Janeiro,BRA,733,1,0,1997-02-13,1997-02-16
WRIO1998,Rio de Janeiro,BRA,734,1,0,1998-02-26,1998-03-01
WRIO2003,Rio de Janeiro,BRA,735,1,0,2003-10-07,2003-10-12
WRIO2004,Rio de Janeiro,BRA,736,1,0,2004-09-22,2004-09-25
WRIO2005,Salvador de Bahia,BRA,737,1,0,2005-10-19,2005-10-22
WROM2010,Rome,ITA,738,1,0,2010-05-19,2010-05-22
WROS2000,Rosarito,MEX,739,1,0,2000-06-02,2000-06-04
WROS2001,Rosarito,MEX,740,1,0,2001-05-18,2001-05-20
WSAL1996,Salvador de Bahia,BRA,741,1,0,1996-11-07,1996-11-10
WSAL1997,Salvador de Bahia,BRA,742,1,0,1997-10-30,1997-11-02
WSAL1998,Salvador de Bahia,BRA,743,1,0,1998-10-22,1998-10-25
WSAL1999,Salvador de Bahia,BRA,744,1,0,1999-11-04,1999-11-07
WSAL2000,Fortaleza,BRA,745,1,0,2000-11-02,2000-11-05
WSAN2007,San Sebastian,ESP,746,1,0,2007-06-30,2007-07-01
WSAN2008,Sanya,CHN,747,1,0,2008-11-13,2008-11-16
WSAN2009,Sanya,CHN,748,1,0,2009-10-29,2009-11-01
WSAN2010,Sanya,CHN,749,1,0,2010-10-28,2010-10-31
WSAN2011,Sanya,CHN,750,1,0,2011-04-28,2011-05-01
WSEN2007,Sentosa,SIN,751,1,0,2007-05-23,2007-05-27
WSEN2008,Sentosa,SIN,752,1,0,2008-05-08,2008-05-11
WSEO2005,Seoul,KOR,753,1,0,2005-07-29,2005-07-30
WSEO2007,Seoul,KOR,754,1,0,2007-05-31,2007-06-03
WSEO2008,Seoul,KOR,755,1,0,2008-05-15,2008-05-18
WSEO2009,Seoul,KOR,756,1,0,2009-05-28,2009-05-31
WSEO2010,Seoul,KOR,757,1,0,2010-05-27,2010-05-30
WSER1994,La Serena,CHI,758,1,0,1994-02-08,1994-02-11
WSER1995,La Serena,CHI,759,1,0,1995-02-09,1995-02-12
WSER1996,La Serena,CHI,760,1,0,1996-02-02,1996-02-04
WSHA2004,Shanghai,CHN,761,1,0,2004-05-28,2004-05-30
WSHA2005,Shanghai,CHN,762,1,0,2005-05-18,2005-05-21
WSHA2006,Shanghai,CHN,763,1,0,2006-05-25,2006-05-28
WSHA2007,Shanghai,CHN,764,1,0,2007-05-03,2007-05-06
WSHA2008,Shanghai,CHN,765,1,0,2008-05-01,2008-05-04
WSHA2009,Shanghai,CHN,766,1,0,2009-04-30,2009-05-02
WSHA2010,Shanghai,CHN,767,1,0,2010-05-06,2010-05-09
WSHA2011,Shanghai,CHN,768,1,0,2011-05-05,2011-05-08
WSJM2005,St. Jean de Monts,FRA,769,1,0,2005-07-23,2005-07-24
WSNS1993,Santos,BRA,770,1,0,1993-11-11,1993-11-14
WSNS1994,Santos,BRA,771,1,0,1994-11-17,1994-11-20
WSNS1995,Santos,BRA,772,1,0,1995-11-16,1995-11-19
WSOC2009,CEV - Sochi,RUS,773,1,0,2009-09-16,2009-09-19
WSQP2003,Saint Quay Portrieux,FRA,774,1,0,2003-08-07,2003-08-10
WSTA2002,Stavanger,NOR,775,1,0,2002-07-04,2002-07-06
WSTA2003,Stavanger,NOR,776,1,0,2003-07-03,2003-07-05
WSTA2004,Stavanger,NOR,777,1,0,2004-07-01,2004-07-03
WSTA2005,Stavanger,NOR,778,1,0,2005-06-30,2005-07-02
WSTA2006,Stavanger,NOR,779,1,0,2006-06-28,2006-07-01
WSTA2007,Stavanger,NOR,780,1,0,2007-06-27,2007-06-30
WSTA2008,Stavanger,NOR,781,1,0,2008-06-25,2008-06-28
WSTA2009,Stavanger,NOR,782,1,0,2009-06-25,2009-07-04
WSTA2010,Stavanger,NOR,783,1,0,2010-06-30,2010-07-03
WSTA2011,Stavanger,NOR,784,1,0,2011-06-29,2011-07-02
WSTJ2008,Stare Jablonki,POL,785,1,0,2008-06-04,2008-06-07
WSTJ2009,Stare Jablonki,POL,786,1,0,2009-08-05,2009-08-08
WSTJ2010,Stare Jablonki,POL,787,1,0,2010-08-04,2010-08-07
WSTJ2011,Stare Jablonki,POL,788,1,0,2011-07-27,2011-07-30
WSTP2005,Saint Petersburg,RUS,789,1,0,2005-07-06,2005-07-09
WSTP2006,Saint Petersburg,RUS,790,1,0,2006-07-19,2006-07-22
WSTP2007,Saint Petersburg,RUS,791,1,0,2007-08-29,2007-09-01
WSYD1999,Sydney,AUS,792,1,0,1999-10-07,1999-10-10
WSYD2000,Sydney,AUS,793,1,0,2000-09-21,2000-09-25
WTER2004,Termoli,ITA,794,1,0,2004-09-09,2004-09-12
WTOR1998,Toronto,CAN,795,1,0,1998-06-19,1998-06-21
WTOR1999,Toronto,CAN,796,1,0,1999-06-18,1999-06-20
WTOR2000,Toronto,CAN,797,1,0,2000-06-15,2000-06-18
WTUR2006,Turku,FIN,798,1,0,2006-08-18,2006-08-19
WU192005,Saint Quay Portrieux,FRA,799,1,0,2005-08-04,2005-08-07
WU192006,Bermuda,BER,800,1,0,2006-09-06,2006-09-10
WU192007,Myslowice,POL,801,1,0,2007-07-12,2007-07-15
WU192008,The Hague,NED,802,1,0,2008-07-31,2008-08-03
WU192009,Alanya,TUR,803,1,0,2009-08-20,2009-08-23
WU192010,Oporto,POR,804,1,0,2010-07-29,2010-08-01
WU192011,Umag,CRO,805,1,0,2011-06-23,2011-06-26
WU212005,Rio de Janeiro,BRA,806,1,0,2005-09-07,2005-09-10
WU212006,Myslowice,POL,807,1,0,2006-08-24,2006-08-27
WU212007,Modena,ITA,808,1,0,2007-09-05,2007-09-08
WU212008,Brighton,ENG,809,1,0,2008-09-04,2008-09-07
WU212009,Blackpool,ENG,810,1,0,2009-09-17,2009-09-20
WU212010,Alanya,TUR,811,1,0,2010-09-16,2010-09-19
WU212011,Halifax,CAN,812,1,0,2011-09-01,2011-09-04
WVAA2005,Vaals,NED,813,1,0,2005-09-01,2005-09-03
WVAD2005,Vaduz,LIE,814,1,0,2005-08-19,2005-08-21
WVAD2006,Vaduz,LIE,815,1,0,2006-08-17,2006-08-19
WVAD2009,Vaduz,LIE,816,1,0,2009-08-06,2009-08-08
WVAD2010,Vaduz,LIE,817,1,0,2010-08-05,2010-08-07
WVAR2005,Varadero,CUB,818,1,0,2005-11-11,2005-11-13
WVAR2010,Varna,BUL,819,1,0,2010-07-16,2010-07-18
WVAS1996,Vasto,ITA,820,1,0,1996-07-05,1996-07-07
WVAS1998,Vasto,ITA,821,1,0,1998-07-03,1998-07-05
WVAS2005,Vasto,ITA,822,1,0,2005-08-06,2005-08-07
WVIT2000,Vitoria,BRA,823,1,0,2000-02-03,2000-02-06
WVIT2002,Vitoria,BRA,824,1,0,2002-09-19,2002-09-22
WVIT2006,Victoria,BRA,825,1,0,2006-09-27,2006-09-30
WVLA2008,Vladivostok,RUS,826,1,0,2008-08-01,2008-08-03
WWAR2006,Warsaw,POL,827,1,0,2006-08-31,2006-09-03
WWAR2007,Warsaw,POL,828,1,0,2007-06-07,2007-06-10
WXYL2000,Xylokastro,GRE,829,1,0,2000-07-07,2000-07-09
WXYL2001,Xylokastro,GRE,830,1,0,2001-06-29,2001-07-01
WXYL2002,Xylokastro,GRE,831,1,0,2002-08-29,2002-09-01
WYAN2009,CEV - U23 - Yantarniy,RUS,832,1,0,2009-08-13,2009-08-16
WZAG2009,Zagreb,CRO,833,1,0,2009-06-13,2009-06-14
MCC11AVA,Sub zonal tournament of Oceania Asia Pool A,SAI,882,0,0,2011-03-04,2011-03-06
WCC11AVA,Sub Zonal tournament of Oceania Asia Pool A,SAI,883,1,0,2011-03-04,2011-03-06
MAGA2011,Agadir,MAR,884,0,0,2011-10-06,2011-10-09
WCC11AVB,AVC CC Sub Zonal tournament of S.E Asia,INA,885,1,0,2011-04-25,2011-04-28
MCC11AVB,AVC CC Sub Zonal Tournament of S.E Asia,INA,886,0,0,2011-04-25,2011-04-28
MCT11SA6,Continental Tour,PAR,889,0,0,2011-03-18,2011-03-20
WCT11SA6,Continental Tour,PAR,890,1,0,2011-03-18,2011-03-20
WLON2011,London,GBR,891,1,0,2011-08-09,2011-08-14
WSEO2011,Seoul,KOR,892,1,0,2011-06-16,2011-06-19
MBAD2011,Baden,AUT,893,0,0,2011-06-03,2011-06-05
WBAD2011,Baden,AUT,894,1,0,2011-06-03,2011-06-05
MLAU2011,Lausanne,SUI,895,0,0,2011-06-17,2011-06-19
MNOV2011,Novi Sad,SRB,896,0,0,2011-07-15,2011-07-17
WGER2011,Cyprus,CYP,897,1,0,2011-07-15,2011-07-17
MNIE2011,Niechorze,POL,898,0,0,2011-07-22,2011-07-24
WNIE2011,Niechorze,POL,899,1,0,2011-07-21,2011-07-23
MKRI2011,CEV Final - Kristiansand,NOR,900,0,0,2011-08-10,2011-08-14
WKRI2011,CEV Final - Kristiansand,NOR,901,1,0,2011-08-09,2011-08-13
MVAD2011,Vaduz,LIE,902,0,0,2011-08-05,2011-08-07
WVAD2011,Vaduz,LIE,903,1,0,2011-08-04,2011-08-06
